global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
5385.911240259854	n/a	29008039.88795744	n/a	6708.190989786036	n/a	n/a	44999826.35544656	4817.743677987572	n/a	n/a	23210654.146789216	4842.228335806287	5099.090592245659	n/a	n/a	n/a	n/a	-0.2162630285	-0.1597725191	0.0344682894	-0.0042448326	0.1732981525	-0.1330677649	0.1325660657	-0.0420086159	0.0601070011	-0.0771758333	0.2002132294	-0.0217318111	0.0281184333	-0.0913670624	0.0090569599	-0.187077707	0.0721598954	-0.016372458	0.0325875591	-0.0586522141	0.05126624	-0.0357947148	0.0083972745	0.0883319881	-0.0779317258	0.0849386907	-0.0471764921	0.0741508535	-0.0522594358	0.0080236132	-0.0347768175	0.0356391259	-0.0174775446	0.0193623015	-0.0412359625	0.0688966493	-0.1183471619	-0.0826800871	0.007095567	0.1641242657	-0.0750771756	0.0430539867	0.0026979539	0.0409240801	-0.0457135338	0.1621462488	0.0188860918	0.0570734774	-0.0757231953	-0.009934804	0.0073571347	0.0484576579	0.0644545405	0.0922082421	-0.1494207982	-0.094561032	0.0701070479	-0.1924345359	0.0625503546	-0.0054135475	0.0470711602	-0.0443597481	0.0141576425	-0.0731282125	0.0490743312	-0.0725363082	0.04681627	-0.0639468502	0.0528518937	-0.0287069698	0.092671573	-0.0088247007	0.0514315685	-0.016077339	0.0500195136	-0.0481620374	0.0630368367	-0.0033433319	-0.094967344	0.1798095398	-0.0883035766	0.001380171	0.0945958732	-0.1460183783	0.0230763442	0.0119960177	0.0620982446	-0.0216175958	-0.0273120761	0.0219373185	0.0066419376	-0.1376700403	-0.04404824	0.0897211816	0.0607186968	0.0760862417	-0.097115461	-0.0071494109	-0.2578342479	-0.0202774189	0.0709436801	-0.1703046432	0.1407926879	0.0760658291	-0.0660475193	0.149724203	-0.0403736069	0.0735077689	-0.0421562197	0.1328114378	-0.051445663	0.1394573369	-0.035719343	0.0782839589	-0.0449534059	0.0044934363	-0.0008870346	0.2460397081	-0.1331421951	0.0685953801	-0.0349338094	0.0074586762	0.1290883846	0.1290552057	0.1289999139	0.1289225186	0.0196351	n/a	n/a	0.0003855371520099	0.0471023	n/a	0.0022186266652899	n/a	-0.283882	n/a	0.080588989924	n/a	0.00123013	n/a	1.5132198169e-06	n/a	0.000478718	n/a	2.29170923524e-07	n/a	0.00064374	n/a	n/a	4.1440118760000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5385.237647340698	-0.6735929191563628	29000784.51833557	0.4537274207375902	6696.412383348802	-11.778606437233975	138.73556960324964	44841938.807867184	4813.603952952261	-4.139725035310221	17.137323367974208	23170783.01587764	4837.993704482184	5120.312871215467	0.8405049999999998	21.886724	0.06194926	0.0303162	-0.2146209074	-0.1302207612	0.0137136452	0.095248162	0.1590195378	-0.0947806476	0.0132136702	-0.0634005112	0.1790689018	0.0941048171	0.0295878615	-0.1140159408	-0.0505186226	-0.1294095221	0.0533989677	-0.1767343868	0.0867548949	-0.0366835042	0.006522898	-0.0746091778	0.0736867371	-0.0283142174	0.1052704265	0.0271083551	-0.1580481168	0.0433939025	-0.0337884247	0.0738426023	-0.1215867018	-0.0193558393	-0.0380921727	0.0608898599	-0.0024517661	0.009055764	-0.0343998209	0.0132211008	0.0597333593	-0.0798017076	0.0016754631	0.0320796149	0.0120828081	-0.1406919369	-0.0375465014	0.0200383473	-0.0262294845	0.0903307791	0.1015473968	0.1023897979	-0.1248375546	0.1407359522	0.0345950435	0.0505135486	-0.0627399294	-0.0643291773	-0.1466990186	0.0185289378	-0.0386897715	-0.1776352728	0.0849867091	0.0053160199	0.0293482382	-0.0827442671	0.0083651976	-0.0869449144	0.0381041475	-0.0850257319	-0.0636002938	-0.0224971987	0.0085949689	-0.0115540545	0.113187608	-0.064230963	0.0466360706	0.0167693581	0.093949411	0.0044525315	0.1133775647	0.0011284292	-0.0260332743	0.1402007902	0.0404388714	-0.0924748904	0.0304787959	-0.0901516809	-0.0465977623	-0.0836833577	-0.0450796131	-0.2002414729	0.0686548014	-0.0150082043	-0.0780604535	-0.0253567815	-0.1043523234	0.1034267459	-0.0199890031	-0.0946612503	0.0023687031	0.1247993794	-0.252108913	-0.0501352443	0.0524699034	-0.1564159188	0.1042922742	0.0413805986	-0.0540697905	0.1758206737	-0.0196615061	0.0703035413	-0.0003073987	0.0687905912	-0.0253622895	0.149990291	0.0045484101	0.1008148634	-0.0958599631	0.0342496468	0.0148989803	0.1663569277	0.0077117655	0.0125909648	-0.0304059215	-0.0494346457	0.1289999139	0.1287014744	0.1282045865	0.1275100165	0.00993414	-0.00970096	9.41086249216e-05	9.86871375396e-05	0.0396276	-0.0074747	0.0015703466817599	5.587114009000001e-05	-0.263893	0.019989	0.0696395154489999	0.000399560121	0.000931952	-0.000298178	8.685345303039999e-07	8.891011968400004e-08	0.000490675	1.1956999999999994e-05	2.40761955625e-07	1.4296984899999983e-10	0.000829297	0.000185557	3.443140024900001e-08	6.87733514209e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5379.814382449874	-5.4232648908237024	28942402.78961452	29.411802076041024	6691.98108828769	-4.431295061111996	19.63637591863557	44782610.8860001	4805.549821823102	-8.054131129159032	64.86902824568854	23093309.09002405	4830.687656629422	5118.287849499629	0.862885	22.469501	0.0900677599999999	0.0561992	-0.2000016593	-0.1087454602	0.0008130127	0.0095445628	0.1309611748	-0.0263061055	0.089231752	-0.08240631	0.0832633488	-0.0459405357	0.0906885278	-0.1059518525	0.0763189946	0.0462194542	0.0692616619	-0.1659455795	0.0271618612	-0.0734238732	0.0151556334	-0.0297646285	0.0855563658	0.037148671	0.1387220562	0.0212266583	0.0015084652	-0.0854951137	-0.0399142049	-0.102789501	-0.0376418097	-0.0742727896	-0.1595312981	0.1379984212	0.0682552497	-0.0191123966	0.0373179139	-0.0316475384	-0.1381873099	-0.0255536703	-0.0471894328	-0.0013753474	0.1421471378	0.0274800514	-0.0164323207	-0.0648395223	-0.0237700814	-0.0279413601	-0.0283961634	0.0013313659	-0.0304993036	-0.0848149434	0.022989403	-0.0596321125	0.052290412	0.0067678299	0.0037144701	0.0538543802	0.1081570839	-0.1682481565	0.0389115823	0.0588330976	0.0290432948	-0.0810868505	-0.0378422778	-0.0339718576	-0.0693246409	-0.1018911197	-0.0073389965	0.0670953253	-0.0112844465	0.0922591883	-0.0122961255	0.0175227353	0.0181939353	-0.0849769974	0.2358842479	0.0431903651	-0.0963823541	-0.0745896102	-0.046699835	0.0029259126	0.0127275979	0.0229273927	-0.0356550078	0.0084536203	-0.0377778957	-0.0111179898	-0.0570716132	0.011999671	-0.026975831	-0.0116532214	-0.011058415	-0.0648836942	0.0438614315	0.0771649345	0.0549209253	0.0328231779	-0.0078483557	0.1216265925	-0.2050200991	-0.0183131352	0.0457092796	-0.0797066934	0.0467547351	0.0486290121	-0.0460499727	0.0771072312	0.0028710439	0.0182270147	-0.0009299072	0.0472099231	-0.0491881458	0.0831525276	-0.0035142041	0.0024665576	-0.0598861974	0.0102925589	0.0383647326	0.033661918	0.0101284752	0.0076237205	0.0663474091	-0.0070558298	0.1288230331	0.1279949812	0.1266188352	0.124700488	0.0196659	0.00973176	9.470715269760002e-05	0.00038674762281	0.0283419	-0.0112857	0.0008032632956099	0.0001273670244899	-0.21177	0.0521229999999999	0.0448465329	0.0027168071289999	0.00079427	-0.0001376819999999	6.308648329e-07	1.8956333123999997e-08	0.000484607	-6.06799999999997e-06	2.34843944449e-07	3.6820623999999625e-11	0.000634501	-0.000194796	3.7945481616000004e-08	4.02591519001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5395.918648475769	16.104266025895413	29115938.06096857	259.34738423280925	6702.3570334266215	10.375945138931456	107.66023752611532	44921589.8035233	4814.672296812273	9.122474989170769	83.21954992804622	23181069.32569157	4837.614255714116	5134.909069644136	0.846817	22.051086	0.05348455	0.0271964	-0.2004383454	-0.0311788656	0.0344484836	0.0475736517	0.1324719527	-0.0665133508	0.0216538537	0.0739205371	0.0786279094	-0.0637386203	0.2199834567	-0.0526254125	0.0307805563	-0.0545574807	-0.0203841489	-0.1889871138	0.038863277	-0.0260418052	0.0236450214	-0.0429277749	0.0764781958	-0.0271778732	-0.0069850916	-0.0764035176	-0.0929721154	0.08895052	-0.0732173457	-0.0430004448	0.0693115232	-0.020522407	0.020566218	-0.013425199	0.1013238613	0.0303442385	-0.1285926162	0.043871213	-0.0834754037	0.0071957853	-0.0740071656	0.1189157951	-0.0377213122	0.1493560451	0.0468615844	-0.1018983853	0.1774972216	-0.099389709	0.0831510137	0.1098431372	-0.0201619351	-0.1301756355	0.1303843731	-0.0810414663	-0.0710208696	-0.0108624654	0.1509613918	0.1647068767	-0.0893462115	-0.1798811317	0.0213034963	0.0066258884	0.0435488681	-0.0714315695	0.012231794	-0.0865936807	-0.0029259524	0.0352965997	-0.0773323939	-0.1022105193	0.0529346965	0.0125243566	0.010387159	-0.001068415	0.0575309697	-0.137059196	0.0205540628	-0.1384538695	-0.0695758923	0.0301375279	-0.1466631318	0.0071017393	-0.0787659823	0.1247100161	-0.0142659604	-0.1460861657	-0.0360369203	-8.28281e-05	-0.1035013709	-0.0784432372	-0.0382950758	-0.1707311457	-0.0977351574	0.0307399809	0.209375845	-0.0535354156	-0.0074191552	0.03172213	-0.0358846227	-0.0430384949	-0.1914142831	-0.0270121665	0.0567625597	-0.0597224386	-0.0231501877	-0.0013264917	-0.0181210978	0.0768122304	0.0167828081	0.0117325473	-0.0044125356	0.0255492239	0.0417317899	0.0973839451	0.0017426311	0.0579662157	-0.1133840381	0.0752460636	0.0407005427	-0.0663884759	0.0076598675	-0.0111337145	-0.0225575417	-0.0193159579	0.1285578634	0.1269376627	0.1242524367	0.1205247148	0.017198	-0.0024678999999999	6.090530409999993e-06	0.000295771204	0.0396652	0.0113232999999999	0.00157332809104	0.0001282171228899	-0.193915	0.017855	0.037603027225	0.000318801025	0.00079427	0.0	6.308648329e-07	0.0	0.0008024389999999	0.0003178319999998	6.439083487208395e-07	1.0101718022393641e-07	0.000515566	-0.000118935	1.4145534225000006e-08	2.65808300356e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5391.85693954487	-4.061708930898931	29072121.25651817	16.497479439344133	6706.340364254223	3.983330827601094	15.866924482117216	44975001.081225455	4815.738995273147	1.0666984608742496	1.137845606431493	23191342.070594423	4841.643352150561	5173.856179039395	0.9451790000000002	24.612436	0.0890379999999999	0.0409354	-0.196412433	0.0234677773	0.0172445795	0.0797977222	0.1639321485	0.0066020365	-0.0337920966	-0.1329797612	0.0029377408	0.0060218468	-0.1235737995	0.0185735719	0.0984850123	0.1014326231	0.0735894556	-0.1806481218	-0.0204835168	-0.0120014414	0.0519560085	0.0020972106	0.0839916341	-0.0255351891	0.0204447593	-0.0284910903	-0.0758223487	0.0441068946	0.0727232036	-0.0993818996	-0.1138698868	0.0461538768	0.02798581	-0.1208553199	0.0948747462	-0.0033718536	0.0493952241	-0.0355181037	0.013916178	-9.99131e-05	0.1559143842	-0.0099704476	-0.0032216468	-0.0267899198	-0.0078959333	0.0332240972	-0.0009021325	-0.0944855367	-0.0674760071	-0.0529243442	0.0621434018	0.0505556488	0.0566872877	0.001328576	0.1244822987	0.1388497432	-0.1408228465	-0.1198167234	-0.0676948665	-0.1839981659	-0.0340348339	0.0064086202	0.0358111309	-0.0647114963	-0.0818785868	-0.0492422781	0.0643891656	-0.0114668353	-0.110510071	0.041840343	0.05669893	0.0155693715	-0.0836384912	-0.0262829773	-0.0367329055	0.178337338	0.0059144626	-0.0407039082	-0.0041135517	0.0287327286	-0.007380126	-0.0010697222	-0.0399215018	-0.0415506089	0.0157300686	0.0803176598	0.1139436974	-0.0176915042	-0.0476142426	-0.0599348292	-0.0694694629	0.0160652813	0.0409396261	0.070444737	-0.0640042318	0.0571756605	0.1339368041	0.1350633504	-0.0386469818	-0.0662953833	-0.1841427288	-0.02017758	0.0990877394	0.0142059524	-0.0573514793	-0.0142191776	0.0224648838	-0.0578945649	0.0335056855	-0.085272623	-0.0515700786	-0.0625797692	0.0200147035	-0.0287722742	-0.0110634429	0.024523522	-0.1598007946	-0.0216973718	-0.0228575004	-0.09551379	0.114738906	-0.1571955956	0.0475769029	-0.0343506133	0.1282045865	0.1255324169	0.1211199807	0.1150284477	0.021045	0.0038469999999999	1.4799408999999996e-05	0.000442892025	0.0145669	-0.0250982999999999	0.00021219457561	0.0006299246628899	-0.2037	-0.0097849999999999	0.04149369	9.574622499999977e-05	0.000380967	-0.000413303	1.4513585508900004e-07	1.70819369809e-07	0.000329555	-0.0004728839999999	1.0860649802500001e-07	2.2361927745590546e-07	0.000635533	0.000119967	1.4392081089000003e-08	4.0390219408900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5377.7918720636935	-14.065067481176811	28920645.419234324	197.8261232500574	6665.116660555671	-41.22370369855162	1699.3937466259783	44423780.09881678	4805.669751805935	-10.06924346721189	101.38966400198932	23094461.763422523	4831.012319701656	5107.120880892707	0.907996	23.644178	0.0728926999999999	0.0495106	-0.1609631162	-0.0042005721	-0.070231564	-0.0516285997	0.0687705766	0.001468038	-0.0011379916	-0.2220594858	-0.0516995945	-0.0989214241	-0.0290025033	0.0454706927	0.0961405196	0.0998947852	0.055867322	-0.1472063854	-0.0496739871	-0.0745087224	0.0483784664	0.0154229437	0.152922408	-0.0252118354	0.0131681388	-0.0595561335	-0.0190028005	0.0833377245	-0.1776330956	-0.0922657331	-0.0230423302	0.106779823	0.1176002041	-0.1225565423	-0.2033709317	-0.10533599	-0.0322605656	0.0417542836	0.0060674394	0.0977967831	0.0964167655	-0.0162054304	0.0696570208	-0.0747593405	0.0186572083	0.1311951722	-0.0774063607	-0.0737267793	-0.0405726902	0.0122663821	0.1171875466	-0.0637514785	-0.0666036702	-0.0756676486	0.114069186	0.006172535	0.023931653	-0.1266286241	-0.1132816604	-0.1499381596	-0.0377660242	0.085790498	0.0294700191	-0.0380512476	-0.1526064581	-0.0852843238	0.0487375752	-0.0413428941	-0.0448229829	-0.1008069071	0.0617774942	0.1373776697	0.0072750326	0.054135221	-0.182526505	0.1047844691	-0.1939547213	0.1127110674	-0.059374672	0.0748863584	0.0578891667	0.0683424287	-0.1014038684	-0.0267861366	-0.0786060414	0.1377746274	0.0024056772	-0.036112494	0.1085059997	-0.0226191624	-0.0371518071	0.0924986218	0.1373573288	-0.0656049636	0.1150387707	-0.0375022074	0.0192877098	0.0318640919	0.0793631453	-0.1547490439	-0.1291219155	0.0337655778	0.0700736924	-0.0215732079	-0.0733558417	0.055728467	0.0159865156	-0.1261022382	0.0510796363	-0.1292490982	0.0040292264	-0.015284505	0.006453341	-0.1288627202	-0.0233358829	0.0125450294	0.0231934183	-0.0457391948	-0.1385108122	-0.1489079228	0.0428030653	-0.1821108836	0.0872091783	0.0577062852	0.1277634447	0.1237830955	0.1172407796	0.1082719048	0.0209945	-5.050000000000193e-05	2.550250000000195e-09	0.0004407690302499	0.0228208	0.0082538999999999	0.0005207889126399	6.812686520999996e-05	-0.154537	0.0491629999999999	0.023881684369	0.0024170005689999	0.000574	0.0001930329999999	3.29476e-07	3.726173908899998e-08	0.000401634	7.207900000000001e-05	1.6130986995599998e-07	5.195382241000002e-09	0.000592139	-4.339399999999999e-05	1.8830392359999982e-09	3.50628595321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5390.920331294918	13.128459231224042	29062022.018368904	172.35644178591176	6686.419113652846	21.302453097175203	453.79450795734937	44708200.56342211	4809.2371255859	3.567373779964328	12.726155685976977	23128761.73011373	4832.993205730423	5149.668402741154	0.902194	23.493116	0.07347062	0.0336124	-0.144058909	0.0714599515	-0.0505632796	-0.0971922943	0.0693751087	0.026384454	-0.0263173501	-0.1194239445	-0.0467416626	-0.0162951489	0.0152326337	0.1093899372	-0.0306937443	0.0347343995	-0.0307322909	-0.1086322735	-0.0447160876	-0.0534615907	-0.0305139892	0.1231530177	0.1514565993	-0.0009989863	-0.1039826945	0.0018948149	0.0637961864	-0.05485688	0.002503499	-0.1169231137	0.0685295797	0.042985643	0.0716379811	0.0291199205	-0.0426895851	0.0768099588	-0.0200401087	0.0564198244	0.0606368781	-0.1010630914	0.02794373	-0.0220051276	-0.106251358	0.0108536312	-0.0694026131	-0.0478437837	-0.1058160025	-0.0483871492	-0.0246592048	-0.0644547721	0.0578871535	0.0095602231	0.0165525268	0.1387655224	-0.0623607847	-0.1529220838	0.1311196635	0.1019714167	0.1463045725	-0.1114754276	-0.0401394864	0.0777876345	-0.0472551398	0.0348981127	-0.1709632967	-0.0082844464	0.0576138786	0.0488265573	0.0659139293	0.0184561588	0.018457649	0.0493208403	-0.1472924152	0.0087680324	-0.0562730123	-0.1326372716	-0.0707394719	-0.0545390572	0.0106490534	-0.0344805918	-0.0116988448	0.0061148748	0.0707296538	0.051881889	0.1187775279	0.0885212834	0.0027416617	-0.014562545	0.022284432	0.0600010438	-0.0238106596	0.060698485	-0.0032158601	0.0304783489	-0.0389126804	-0.1735937252	-0.0990679347	-0.1802481193	0.0232590063	0.002491917	-0.0960502619	-0.0258428079	0.0160932431	-0.0092661674	-0.055951118	0.0619608551	0.0386979173	-0.1741544629	0.0691639006	-0.0547002301	0.0729193203	-0.0533021003	0.0711262083	-0.1454292621	0.0358258398	-0.0094137531	0.0880050034	-0.0147012431	-0.0942843711	-0.1428456313	0.0114039723	-0.1349738941	0.1092143187	0.0728974897	0.1272347401	0.1216944932	0.1126387502	0.1003291122	0.0237043	0.0027098	7.34301604000001e-06	0.00056189383849	0.00950998	-0.01331082	9.043971960039998e-05	0.0001771779290723	-0.130847	0.02369	0.0171209374089999	0.0005612161	0.000955795	0.000381795	9.13544082025e-07	1.45767422025e-07	0.00054557	0.000143936	2.976466249e-07	2.0717572096e-08	0.00044267	-0.000149469	2.2340981961e-08	1.959567289e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5378.081953540352	-12.838377754565954	28923765.498996403	164.82394336893395	6655.578733275918	-30.840380376927897	951.1290617935992	44296728.27483468	4809.585215612111	0.348090026211139	0.1211666663476714	23132109.946234595	4834.331863229347	5101.266705785335	0.946411	24.644514	0.0709780199999999	0.0320972	-0.1304818827	0.0913567164	-0.0390540223	-0.2389741035	0.0719079061	0.0200955787	0.0123308267	-0.1467304352	-0.1911425286	0.137168439	-0.0175251312	-0.0820942999	0.0497633318	0.0756677691	-0.0685336158	-0.0844882417	-0.0736365607	-0.0863262809	-0.0490193845	0.0660596466	0.0629390786	-0.0103199565	-0.0759949842	0.0541424066	0.0654233105	-0.0047285949	0.0862787748	0.1281006897	0.031190742	0.1120890354	0.1280247766	0.0010957073	0.0045026443	0.037986848	-0.1110062145	-0.1583153534	0.0526133675	0.0904448645	-0.1055729866	-0.0088520635	0.1094873995	-0.0888397957	-0.0590625084	-0.0316505154	-0.2102448112	0.1760258095	-0.1001055714	-0.0324468036	-0.0459783015	0.0980518996	-0.0974439604	-0.0731333601	0.0564405521	0.1537980234	0.115335967	-0.0761877478	0.0770095898	-0.0876960939	-0.0611162736	0.1057002575	-0.0617631961	0.0695419654	-0.0744535832	0.017908218	0.079765499	0.0345442276	0.0958235999	-0.0306556978	-0.031501561	-0.1203658567	-0.0098579214	-0.0695289372	-0.1095401499	0.0381954251	-0.1167999771	0.0069343074	0.1042043504	-0.0343730759	-0.027689141	-0.0944238517	-0.0382911245	0.0388740903	-0.0720605289	0.017156085	-0.1912732761	-0.1028699649	0.0183890384	0.1327747859	0.1017001882	0.2916577389	0.0165290581	0.047579217	-0.0749293294	0.1204852391	-0.0296249721	-0.0383792619	0.0119896622	0.1357253479	-0.065385505	-0.0403313476	0.0098658016	-0.0173286377	-0.0638557493	0.084379538	0.0638556728	-0.2240747114	0.0269045621	-0.0766341143	0.1361330248	-0.0196406876	-0.0081051385	-0.092889967	0.1019524902	0.0022800784	0.108991896	0.0126808773	0.0720669692	-0.0665708819	0.0163513442	0.0167038784	-0.0990354258	0.0747605569	0.1266188352	0.1192723348	0.1073422654	0.0912870929	0.0210228	-0.0026815	7.19044225e-06	0.00044195811984	0.0227296	0.01321962	0.00051663471616	0.0001747583529443	-0.106274	0.0245729999999999	0.0112941630759999	0.0006038323289999	0.00113419	0.000178395	1.2863869561e-06	3.1824776025000015e-08	0.000804655	0.000259085	6.474696690250001e-07	6.712503722500002e-08	0.000615268	0.000172598	2.9790069604e-08	3.7855471182400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5352.291844961966	-25.790108578386025	28647027.99364636	665.1297004849405	6644.034939204946	-11.54379407097258	133.2591815530217	44143200.27337606	4799.056004009969	-10.529211602141912	110.86429696267987	23030938.52962413	4823.274405690374	4092.899517706498	2.473216	64.402466	0.1213108	0.064862	0.0651614929	-0.0005134826	-0.0065594723	-0.1210053889	-0.0025804139	0.0367923282	-0.0981417368	-0.1120703421	-0.0860166002	0.150151656	0.0556476883	0.1705165663	-0.0225020611	-0.0039720753	0.0177892263	-0.0026970999	-0.0246341594	-0.0775549397	-0.0731934408	0.1678048996	0.0649738595	-0.0620797282	-0.0215985269	0.0665916218	0.0545545807	-0.0483089165	0.0848271976	0.1766578684	-0.0008383551	-0.0824721222	0.125938384	-0.0054058004	0.0851691714	-0.0413806161	-0.0425802048	0.1362320811	0.074652187	0.0019469531	-0.1217576625	-0.1279659052	-0.1856385581	-0.0449639839	-0.0688154974	0.0168328512	0.1017555983	0.0919591896	-0.0073249082	-0.1527645503	0.0221399407	0.109191706	-0.129487913	-0.0408658583	-0.0966477218	-0.0985621995	0.1548597512	0.1482842837	-0.1198124066	-0.0104947114	-0.0108340425	0.0913336112	-0.0838957497	0.1407360911	-0.1292508	-0.0250821075	0.0535573742	0.0045230944	0.0778353158	0.0550655374	-0.0474574474	-0.1093792783	0.0523020347	-0.1379838782	0.0837475717	-0.0401455156	-0.0772333339	-0.1152755152	0.0626679448	0.1622132793	0.0063894101	-0.1358904925	0.1604156144	-0.1416702052	0.0135852029	-0.0130900295	-0.048719666	-6.68269e-05	0.1380422725	0.0884547974	0.1455931733	-0.0715469911	0.0664786033	0.1594728446	-0.1074080584	-0.066542112	-0.0651018342	0.0122979747	0.094736978	0.1302624189	0.009158691	-0.0435375601	-0.0906146723	-0.0155274031	0.0161539616	0.1333238006	0.0749907465	-0.1531635141	0.0745810468	-0.015294895	0.1201178073	-0.0310482544	0.1119192379	-0.1190919065	0.1516605268	-0.0445718624	0.0323050943	0.0064045835	0.1912493005	-0.043563958	-0.0424441729	0.1579278096	0.0038774588	0.0705239298	0.1259161521	0.1165232592	0.1013839798	0.0812449131	0.0210988	7.599999999999968e-05	5.775999999999951e-09	0.00044515936144	0.0116613	-0.0110683	0.0001359859176899	0.00012250726489	-0.0527352	0.0535387999999999	0.00278100131904	0.0028664031054399	0.00191877	0.00078458	3.6816783129e-06	6.155657764e-07	0.000931445	0.00012679	8.67589788025e-07	1.6075704099999998e-08	0.000394084	-0.0002211839999999	4.8922361855999994e-08	1.55302199056e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
